,Year,id,AdmitDesc,levl,styp_desc,Department,Degree Type,Major,Attendance,Gender,Citizen,Ethnicity,HS_GPA,SAT_M,SAT_RW,SAT_COMP,ACT_COMP,GRE_Quantitative,Yield,Start semester status
0,2015,2312655,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,,640.0,630.0,1270.0,,,yield,freshmen
1,2015,2295027,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Unknown,,750.0,680.0,1430.0,,,yield,freshmen
2,2015,2307583,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,3.7,690.0,520.0,1210.0,,,not yield,
3,2015,2322900,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,,Male,international,Intl,,,,,,155.0,not yield,
4,2015,2326204,Cancelled Accept,U,Transfer,Computer Science,BS,Computer Science,F,Male,domestic,White,,,,,,,yield,transfer
5,2015,2303152,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,F,Female,domestic,Asian,,,,,,,not yield,
6,2015,2311277,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,,610.0,480.0,1090.0,,,yield,freshmen
7,2015,2313302,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.52,570.0,540.0,1110.0,,,not yield,
8,2015,2317820,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,Hisp,,690.0,580.0,1270.0,,,yield,freshmen
9,2015,2304811,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,,560.0,620.0,1180.0,,,yield,freshmen
10,2015,2315156,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,157.0,not yield,
11,2015,2315836,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,3.48,580.0,640.0,1220.0,,,not yield,
12,2015,2295708,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,,650.0,710.0,1360.0,,,yield,freshmen
13,2015,2290764,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Female,domestic,Asian,,570.0,540.0,1110.0,,,yield,freshmen
14,2015,2311619,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,3.01,,,,,,yield,continue
15,2015,2311054,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Unknown,4.0,770.0,560.0,1330.0,,,not yield,
16,2015,2323267,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,domestic,Multirace,,,,,,154.0,not yield,
17,2015,2250346,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,4.0,520.0,630.0,1150.0,,,not yield,
18,2015,2313183,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.0,550.0,480.0,1030.0,,,not yield,
19,2015,2324775,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,151.0,not yield,
20,2015,2245228,Cancelled Accept,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,White,3.53,710.0,760.0,1470.0,,,not yield,
21,2015,2317093,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,2.94,560.0,670.0,1230.0,,,not yield,
22,2015,2314137,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,3.11,780.0,650.0,1430.0,,,not yield,
23,2015,2295502,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,,690.0,730.0,1420.0,,,yield,freshmen
24,2015,2315035,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Male,international,Intl,,,,,,159.0,not yield,
25,2015,2309654,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,2.99,630.0,540.0,1170.0,,,yield,freshmen
26,2015,2325965,Cancelled Accept,U,Transfer,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,White,,,,,,,not yield,
27,2015,2308071,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,2.83,720.0,620.0,1340.0,,,not yield,
28,2015,2022387,Cancelled Accept,G,Readmit,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Female,domestic,Black,,,,,,,yield,continue
29,2015,2245954,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.57,740.0,620.0,1360.0,,,not yield,
30,2015,2324890,Cancelled Accept,U,Transfer,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,Hisp,,,,,,,yield,transfer
31,2015,2308974,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,3.99,690.0,560.0,1250.0,,,yield,freshmen
32,2015,2293810,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Black,4.0,730.0,620.0,1350.0,,,not yield,
33,2015,2325127,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,158.0,not yield,
34,2015,2331313,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,IT Administration & Security,F,Male,domestic,Asian,,,,,,,yield,freshmen
35,2015,2258209,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,3.708,700.0,670.0,1370.0,,,not yield,
36,2015,2321453,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,Multirace,3.47,590.0,620.0,1210.0,,,yield,freshmen
37,2015,2287139,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,4.0,580.0,540.0,1120.0,,,yield,freshmen
38,2015,2316688,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computing & Business,F,Male,international,Intl,,,,,,155.0,not yield,
39,2015,2291621,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,,Male,domestic,White,4.0,710.0,660.0,1370.0,,,yield,freshmen
40,2015,2293454,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,White,,630.0,580.0,1210.0,,,yield,freshmen
41,2015,2319211,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,,570.0,540.0,1110.0,,,yield,freshmen
42,2015,2298752,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,4.0,800.0,600.0,1400.0,,,not yield,
43,2015,2309231,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Female,domestic,White,,,,,,,yield,freshmen
44,2015,308456,Cancelled Accept,U,Readmit,"Information Technology, Information Systems, Informatics",BS,Business & Information Systems,F,Male,domestic,Asian,,,,,,,not yield,
45,2015,2314426,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,White,,500.0,520.0,1020.0,,,yield,freshmen
46,2015,2309898,Admit/Financial Docs Required,G,New Graduate,Computer Science,PHD,Computer Science,F,Male,international,Intl,,,,,,169.0,not yield,
47,2015,2292623,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Female,domestic,White,4.0,610.0,530.0,1140.0,,,not yield,
48,2015,2310459,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Unknown,4.0,,,,,,not yield,
49,2015,2315842,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,4.0,670.0,720.0,1390.0,,,not yield,
50,2015,2311692,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Hisp,3.7,620.0,520.0,1140.0,,,not yield,
51,2015,2311130,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,,630.0,640.0,1270.0,,,yield,freshmen
52,2015,2314907,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,157.0,not yield,
53,2015,2295165,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.92,,,,,,not yield,
54,2015,2310796,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Unknown,3.75,570.0,670.0,1240.0,,,not yield,
55,2015,2292861,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Female,domestic,Asian,3.5,,,,,,not yield,
56,2015,2316137,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,2.91,630.0,710.0,1340.0,,,not yield,
57,2015,2308186,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Web & Information Systems,F,Female,domestic,Asian,,660.0,640.0,1300.0,,,yield,freshmen
58,2015,2311907,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,,560.0,520.0,1080.0,,,yield,freshmen
59,2015,2308008,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Human Computer Interaction,F,Male,domestic,White,,650.0,590.0,1240.0,,,yield,freshmen
60,2015,2319149,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Unknown,,560.0,490.0,1050.0,,,yield,freshmen
61,2015,2311070,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Female,domestic,Unknown,3.3,700.0,570.0,1270.0,,,not yield,
62,2015,2310198,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,2.92,790.0,630.0,1420.0,,,not yield,
63,2015,2314428,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,,570.0,470.0,1040.0,,,yield,freshmen
64,2015,2317490,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Bioinformatics,,Female,international,Intl,,,,,,153.0,not yield,
65,2015,2308519,Cancelled Accept,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,3.49,600.0,560.0,1160.0,,,not yield,
66,2015,2309443,Cancelled Accept,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,3.02,600.0,600.0,1200.0,,,not yield,
67,2015,2257355,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,,700.0,690.0,1390.0,,,yield,freshmen
68,2015,2318570,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,3.13,590.0,480.0,1070.0,,,not yield,
69,2015,2309683,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,,680.0,600.0,1280.0,,,yield,freshmen
70,2015,2310586,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Hisp,3.69,,,,,,yield,continue
71,2015,2316130,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Female,domestic,Hisp,4.0,590.0,470.0,1060.0,,,not yield,
72,2015,2310060,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,4.0,700.0,580.0,1280.0,,,yield,freshmen
73,2015,2314821,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,,670.0,520.0,1190.0,,,yield,freshmen
74,2015,2287410,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Female,domestic,Asian,4.0,700.0,650.0,1350.0,,,yield,freshmen
75,2015,2313981,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Unknown,3.7,550.0,500.0,1050.0,,,not yield,
76,2015,2307512,Cancelled Accept,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Female,domestic,Unknown,3.9,750.0,600.0,1350.0,,,not yield,
77,2015,2309655,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,4.0,790.0,800.0,1590.0,,,not yield,
78,2015,2308732,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.47,730.0,740.0,1470.0,,,not yield,
79,2015,2317681,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,2.76,670.0,560.0,1230.0,,,not yield,
80,2015,2311111,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,3.3,630.0,470.0,1100.0,,,yield,freshmen
81,2015,2311477,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,,560.0,520.0,1080.0,,,yield,freshmen
82,2015,2307608,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,,590.0,430.0,1020.0,,,yield,freshmen
83,2015,2290788,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.7,630.0,750.0,1380.0,,,not yield,
84,2015,2314278,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Business & Information Systems,F,Male,domestic,Unknown,,650.0,520.0,1170.0,,,yield,freshmen
85,2015,2316114,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Hisp,3.3,600.0,590.0,1190.0,,,yield,freshmen
86,2015,2316928,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Business & Information Systems,F,Male,domestic,White,,,,,,,yield,freshmen
87,2015,2313389,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,,610.0,500.0,1110.0,,,yield,freshmen
88,2015,2310635,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,3.0,580.0,490.0,1070.0,,,not yield,
89,2015,2314009,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,3.29,600.0,590.0,1190.0,,,not yield,
90,2015,2307696,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,3.64,670.0,640.0,1310.0,,,not yield,
91,2015,2310534,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,161.0,not yield,
92,2015,2307239,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,2.86,660.0,540.0,1200.0,,,not yield,
93,2015,2316655,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,,610.0,590.0,1200.0,,,yield,freshmen
94,2015,2306665,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,3.85,,,,,,not yield,
95,2015,2306732,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.7,630.0,510.0,1140.0,,,not yield,
96,2015,2246153,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,4.0,,,,,,not yield,
97,2015,2314138,Cancelled Accept,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Hisp,4.0,660.0,510.0,1170.0,,,not yield,
98,2015,2310716,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Hisp,3.18,630.0,620.0,1250.0,,,not yield,
99,2015,2314056,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.959,770.0,680.0,1450.0,,,not yield,
100,2015,2317329,Admitted,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,White,3.0,660.0,520.0,1180.0,,,not yield,
101,2015,2313377,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Hisp,4.0,620.0,550.0,1170.0,,,not yield,
102,2015,2322871,Cancelled Accept,U,Transfer,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,White,,,,,,,not yield,
103,2015,2311250,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Female,domestic,Asian,3.64,800.0,800.0,1600.0,,,not yield,
104,2015,2309686,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,Asian,,640.0,480.0,1120.0,,,yield,freshmen
105,2015,2316931,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Female,international,Intl,,,,,,153.0,not yield,
106,2015,2320361,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,3.0,660.0,450.0,1110.0,,,yield,freshmen
107,2015,2323539,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,154.0,not yield,
108,2015,2323956,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Female,international,Intl,,,,,,167.0,not yield,
109,2015,2247190,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,,610.0,640.0,1250.0,,,yield,freshmen
110,2015,2324333,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,Asian,,560.0,440.0,1000.0,,,yield,freshmen
111,2015,2308251,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Female,domestic,Asian,,770.0,540.0,1310.0,,,yield,freshmen
112,2015,2313915,Admitted,U,First-Time Freshman,Computer Science,BS,Bioinformatics,F,Male,domestic,Asian,3.25,680.0,630.0,1310.0,,,not yield,
113,2015,2311618,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.8,680.0,660.0,1340.0,,,not yield,
114,2015,2311082,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.06,670.0,600.0,1270.0,,,not yield,
115,2015,2312617,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Hisp,4.0,590.0,560.0,1150.0,,,not yield,
116,2015,2245759,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.7,,,,,,not yield,
117,2015,2307511,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,,510.0,440.0,950.0,,,yield,freshmen
118,2015,2311897,Cancelled Accept,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Unknown,3.7,620.0,540.0,1160.0,,,not yield,
119,2015,2295108,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.7,720.0,800.0,1520.0,,,not yield,
120,2015,2289283,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Bioinformatics,F,Male,domestic,White,,590.0,520.0,1110.0,,,yield,freshmen
121,2015,2311874,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Female,domestic,Hisp,,510.0,490.0,1000.0,,,yield,freshmen
122,2015,2311771,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Female,domestic,Unknown,3.9,620.0,560.0,1180.0,,,not yield,
123,2015,2252453,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Female,domestic,Asian,4.0,620.0,620.0,1240.0,,,not yield,
124,2015,2313075,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,166.0,not yield,
125,2015,2307070,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.78,650.0,470.0,1120.0,,,not yield,
126,2015,2308549,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.96,570.0,520.0,1090.0,,,not yield,
127,2015,2325803,Cancelled Accept,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,P,Male,domestic,White,,,,,,,not yield,
128,2015,2311407,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,,Male,international,Intl,,,,,,153.0,not yield,
129,2015,2027973,Cancelled Accept,U,Transfer,"Information Technology, Information Systems, Informatics",BS,Web & Information Systems,F,Male,domestic,Hisp,2.45,420.0,430.0,850.0,,,not yield,
130,2015,2309729,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,,640.0,590.0,1230.0,,,not yield,
131,2015,2321644,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,,670.0,640.0,1310.0,,,yield,freshmen
132,2015,2313835,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Unknown,3.25,640.0,520.0,1160.0,,,not yield,
133,2015,2306338,Cancelled Accept,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.14,,,,,,not yield,
134,2015,2310753,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,3.54,620.0,560.0,1180.0,,,not yield,
135,2015,2249277,Cancelled Accept,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Female,domestic,Asian,3.81,680.0,640.0,1320.0,,,not yield,
136,2015,2254192,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,4.0,770.0,680.0,1450.0,,,not yield,
137,2015,2254359,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Female,domestic,Asian,3.71,670.0,680.0,1350.0,,,not yield,
138,2015,2321359,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,3.66,640.0,640.0,1280.0,,,not yield,
139,2015,2283635,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,,710.0,520.0,1230.0,,,yield,freshmen
140,2015,2311552,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Asian,3.21,,,,,,not yield,
141,2015,2312978,Cancelled Accept,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,,640.0,530.0,1170.0,,,not yield,
142,2015,2270390,Cancelled Accept,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.7,620.0,540.0,1160.0,,,not yield,
143,2015,2316275,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,White,,650.0,550.0,1200.0,,,yield,freshmen
144,2015,2316742,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,3.0,580.0,590.0,1170.0,,,yield,freshmen
145,2015,2317809,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,3.45,,,,,,not yield,
146,2015,2257148,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,3.0,620.0,600.0,1220.0,,,not yield,
147,2015,2315544,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Unknown,3.7,700.0,560.0,1260.0,,,not yield,
148,2015,2324193,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,F,Male,domestic,Unknown,,,,,,,not yield,
149,2015,2310488,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Business & Information Systems,F,Male,domestic,Asian,2.9,710.0,560.0,1270.0,,,yield,freshmen
150,2015,2316031,Admit/Financial Docs Required,G,New Graduate,"Information Technology, Information Systems, Informatics",MS,Information Systems,F,Male,international,Intl,,,,,,159.0,not yield,
151,2015,2301637,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Multirace,3.2,,,,,,not yield,
152,2015,2307247,Applicant Accept/Deposit,U,First-Time Freshman,"Information Technology, Information Systems, Informatics",BS,Information Technology,F,Male,domestic,White,,680.0,630.0,1310.0,,,yield,freshmen
153,2015,2317885,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Asian,,680.0,580.0,1260.0,,,yield,freshmen
154,2015,2287576,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,White,,670.0,620.0,1290.0,,,yield,freshmen
155,2015,2301300,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,2.82,670.0,480.0,1150.0,,,yield,freshmen
156,2015,2306034,Admit/Financial Docs Required,G,New Graduate,Computer Science,MS,Computer Science,F,Male,international,Intl,,,,,,161.0,not yield,
157,2015,2203986,Cancelled Accept,G,Readmit,"Information Technology, Information Systems, Informatics",MS,Emergency Management Bus Cont,P,Male,domestic,Unknown,,,,,,,yield,continue
158,2015,2316916,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,4.0,590.0,600.0,1190.0,,,yield,freshmen
159,2015,2309440,Admitted/EOP,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Hisp,3.98,560.0,550.0,1110.0,,,not yield,
160,2015,2308402,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Female,domestic,Asian,3.5,580.0,550.0,1130.0,,,not yield,
161,2015,2307240,Cancelled Accept,G,New Graduate,Computer Science,MS,Computer Science,P,Male,domestic,Asian,,,,,,,yield,freshmen
162,2015,2311083,Applicant Accept/Deposit,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,White,3.27,580.0,550.0,1130.0,,,yield,freshmen
163,2015,2305373,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,4.0,600.0,560.0,1160.0,,,yield,freshmen
164,2015,2324240,Cancelled Accept,U,Transfer,Computer Science,BS,Computer Science,F,Male,domestic,Asian,,,,,,,yield,transfer
165,2015,2293388,Applicant Accept/Deposit,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Male,domestic,Hisp,,550.0,530.0,1080.0,,,yield,freshmen
166,2015,2305953,Admitted,U,First-Time Freshman,Computer Science,BS,Computer Science,F,Female,domestic,Hisp,3.7,600.0,610.0,1210.0,,,not yield,
167,2015,2315954,Admitted,U,First-Time Freshman,Undeclared,BS,Undecided-Computing Sciences,F,Male,domestic,Hisp,4.0,650.0,560.0,1210.0,,,not yield,
